item_code,on_hand_qty
31762372,0
31762384,0
31762396,0
31762414,0
31762426,0
31762438,0
31762463,0
31766201,2706
31766225,0
31766286,0
31766286,0
31766330,26
31766341,88
31766365,0
31766365,0
31766389,70903.7
31766420,22760
31797090,5
31797143,5
31797155,2
31797179,0
31830079,0
31830079,0
31830080,0
31831590,0
31900136,23
31900320,0
31900598,0
31900835,3
31900940,0
31900940,14
31900951,0
31901270,0
31901281,0
31901566,0
31901566,2941
31901578,0
31901578,0
31901669,5
31901773,6
31901785,49
31901803,31
31901815,19
31901839,0
31901840,12
31901852,27
31901864,26
31901876,0
31901876,0
31901918,384
31902017,31
31902029,340
31902030,0
31902066,0
31902066,0
31902078,2665
31902091,0
31902091,0
31902110,0
31902121,1485
31902133,0
31902157,0
31902157,5
31902170,81
31902182,17
31902194,0
31902194,0
31902200,0
31902212,0
31902212,9
31902250,4
31902261,0
31902327,0
31902339,0
31902339,0
31902340,0
31902352,0
31902364,0
31902390,0
31902406,0
31902406,0
31902420,32
31902431,72
31902467,0
31902479,0
31902480,0
31902480,2
31902492,0
31902509,1335
31902522,0
31902534,0
31902546,0
31902546,0
31902560,0
31902637,0
31902649,3
31902650,5
31902698,4
31902881,0
31902881,2
31902893,0
31903149,7
31903150,0
31903162,0
31903186,3
31903198,0
31903198,0
31903216,2
31903228,2
31903230,0
31903265,0
31903320,0
31903344,0
31903356,0
31903356,6
31903459,12
31903563,0
31903575,2
31903587,0
31903599,0
31903605,0
31903617,0
31903629,0
31903630,0
31903642,0
31903654,0
31903666,0
31903678,0
31903680,0
31903691,16
31903708,0
31903710,0
31903721,0
31903733,0
31903745,0
31903757,0
31903769,0
31903770,0
31903782,1
31903794,5
31903800,0
31903812,0
31903824,0
31903836,0
31903848,0
31903850,0
31903885,0
31903897,0
31903976,122
31903988,6
31903990,6
31904002,6
31904014,6
31904026,6
31904038,6
31904040,6
31904051,3
31904063,0
31904075,0
31904117,0
31904142,101.599
31904154,11.632
31904191,0
31904208,0
31904210,0
31904221,0
31904233,0
31904245,0
31904257,0
31904270,0
31904282,0
31904294,14
31904300,14
31904312,0
31904361,0
31904373,0
31904397,42
31904543,0
31904555,6
31904580,0
31904592,0
31904609,0
31904610,0
31904622,0
31904634,0
31904646,0
31904658,0
31904660,0
31904671,0
31904683,0
31904695,0
31904695,0
31904737,29
31904749,107
31904750,0
31904786,0
31904798,0
31904841,0
31904907,0
31904919,0
31904920,0
31904932,0
31904944,67
31904956,0
31904968,0
31904970,0
31904981,38
31904993,0
31905006,0
31905043,0
31905079,0
31905080,0
31905092,0
31905109,0
31905110,0
31905122,0
31905134,0
31905146,0
31905158,0
31905250,60
31905274,109181
31905316,0
31905328,0
31905330,0
31905341,0
31905353,0
31905365,0
31905377,0
31905389,0
31905390,0
31905407,0
31905419,0
31905420,0
31905432,0
31905444,0
31905456,0
31905468,0
31905470,0
31905560,0
31905596,0
31905602,0
31905614,0
31905626,0
31905638,0
31905640,0
31905651,0
31905663,0
31905675,0
31905687,0
31905699,0
31905705,0
31905717,0
31905729,0
31905730,0
31905742,0
31905754,0
31905766,0
31905778,0
31905780,0
31905791,0
31905808,0
31905810,0
31905821,0
31905833,0
31905845,0
31905857,0
31905869,0
31905882,0
31905894,0
31905900,0
31905924,0
31905936,0
31905948,0
31905950,0
31905961,0
31905973,0
31905985,0
31905997,0
31906000,0
31906011,2
31906023,0
31906059,0
31906060,0
31906114,0
31906229,0
31906242,3697
31906254,0
31906278,0
31906280,0
31906291,0
31906308,0
31906310,0
31906321,0
31906333,0
31906345,0
31906357,0
31906369,0
31906370,0
31906382,0
31906394,0
31906400,0
31906412,0
31906424,0
31906436,0
31906448,0
31906450,0
31906461,0
31906473,0
31906485,0
31906503,0
31906515,0
31906527,0
31906564,0
31906576,0
31906588,0
31906590,0
31906606,0
31906618,0
31906620,0
31906631,0
31906643,0
31906655,0
31906667,0
31906679,0
31906680,0
31906692,0
31906709,0
31906710,0
31906722,0
31906734,0
31906758,0
31906760,0
31906771,0
31906783,0
31906795,0
31906801,0
31906813,0
31906825,0
31906837,0
31906849,0
31906850,0
31906862,0
31906874,0
31906886,0
31906898,0
31906904,0
31906916,0
31906928,0
31906930,0
31906941,0
31906953,0
31906965,0
31906977,0
31906989,0
31906990,0
31907246,0
31907349,0
31907349,0
31907386,44
31907404,0
31907490,7
31907660,0
31907660,0
31907684,0
31907763,25
31907817,0
31907829,0
31907854,0
31907854,0
31907891,0
31907891,0
31907908,0
31907908,16
31907910,0
31908019,0
31908032,1107
31908032,0
31908044,0
31908044,0
31908056,0
31908056,0
31908068,0
31908068,0
31908081,0
31908081,0
31908111,0
31908135,0
31908147,0
31908172,1
31908184,2
31908202,0
31908214,6
31908226,4
31908238,0
31908238,4
31908251,0
31908263,0
31908275,0
31908287,0
31908299,0
31908305,0
31908317,0
31908329,0
31908330,0
31908342,0
31908354,0
31908366,0
31908378,0
31908380,0
31908391,0
31908408,0
31908410,0
31908421,0
31908433,0
31908470,0
31908482,0
31908494,0
31908500,0
31908512,0
31908536,0
31908573,6
31908640,0
31908664,0
31908676,0
31908688,0
31908690,0
31908706,0
31908718,0
31908720,0
31908731,0
31908743,0
31908755,0
31908767,0
31908780,0
31908792,0
31908809,0
31908810,0
31908822,0
31908834,0
31908846,0
31908858,0
31908860,0
31908871,0
31908883,0
31908895,0
31908901,0
31908913,0
31908925,0
31908937,0
31908949,0
31908950,0
31908962,0
31908974,0
31908986,0
31908998,0
31909000,0
31909012,0
31909024,0
31909036,0
31909048,0
31909050,0
31909061,0
31909073,0
31909085,0
31909097,0
31909103,0
31909115,0
31909127,0
31909139,0
31909140,0
31909152,0
31909164,0
31909176,0
31909188,0
31909190,0
31909206,0
31909218,0
31909220,0
31909231,0
31909243,0
31909255,0
31909267,0
31909279,0
31909280,0
31909292,0
31909309,0
31909310,0
31909322,0
31909334,0
31909346,0
31909358,0
31909360,0
31909371,0
31909383,0
31909395,0
31909401,0
31909413,0
31909425,0
31909437,0
31909589,0
31909590,0
31909620,0
31909644,0
31909656,0
31909668,0
31909670,0
31909681,0
31909693,0
31909711,0
31909723,0
31909735,0
31909760,0
31909814,0
31909899,0
31909905,0
31909954,0
31909966,0
31909978,0
31909980,0
31909980,0
31909991,0
31920706,1
31927713,0
31927750,0
31930062,0
31930074,0
31930074,0
31930098,0
31930098,0
31930104,0
31930104,0
31930116,0
31930116,0
31930128,0
31930128,0
31930130,0
31930130,0
31930165,0
31930165,0
31930177,0
31930177,0
31930189,0
31930189,0
31930190,0
31930190,0
31930207,0
31930207,0
31930220,0
31930256,0
31930270,310
31930402,3712
31930414,0
31930438,0
31930451,0
31930451,118
31930487,0
31930505,35
31930517,3982
31930529,0
31930530,15
31930530,0
31932009,0
31932009,0
31932162,0
31933117,0
31933130,26
31981744,0
31981744,0
33500010,0
33500010,166
33500022,0
33500022,0
33500022,555
33500034,0
33500034,113
33500046,0
33500046,3
33500060,0
33500060,12
33500071,0
33500071,10
33500071,300
33500101,1500
33500101,2281
33500113,573
33500113,964
33500186,20
33500186,6534
33500186,6996
33500228,418
33500228,425
33500228,674
33500230,459
33500230,572
33500241,1990
33500241,2400
33500277,0
33500277,2235
33500320,11462
33500320,19787
33500344,1588
33500344,2405
33500356,112
33500356,238
33500356,2068
33500356,0
33500368,160
33500368,229
33500368,332
33500368,0
33500370,0
33500370,0
33500370,0
33500381,0
33500381,1
33500381,13
33500393,0
33500393,0
33500400,0
33500400,0
33500400,0
33500411,1312
33500411,1848
33500435,756
33500435,1922
33500459,0
33500459,13
33500460,0
33500460,777
33500472,0
33500472,4398
33500484,0
33500484,8
33500502,0
33500502,0
33500526,0
33500526,100
33500526,254
33500526,1945
33500538,0
33500538,1267
33500538,2063
33500540,0
33500540,0
33500540,991
33500551,18
33500551,439
33500551,841
33500563,0
33500563,1373
33500575,0
33500575,3148
33500587,0
33500587,0
33500587,0
33500599,515
33500599,1934
33500605,1884
33500605,2935
33500654,0
33500654,0
33500654,0
33500654,0
33500666,0
33500666,248
33500666,844
33500666,0
33500678,117
33500678,1089
33500678,1112
33500678,0
33500680,0
33500680,0
33500680,20
33500691,0
33500691,0
33500691,11
33500733,0
33500873,0
33500988,0
33500988,0
33500988,6
33501051,0
33501051,0
33501063,46
33501063,55
33501075,0
33501075,0
33501178,0
33501178,0
33501178,0
33501208,0
33501208,1
33501210,0
33501233,0
33501233,0
33501233,0
33501300,0
33501300,16
33501403,4354
33501403,5000
33501452,380
33501452,480
33501464,20
33501464,2991
33501464,3268
33501490,0
33501490,0
33501490,0
33501490,965
33501490,1565
33501506,1000
33501506,1465
33501520,0
33501520,16
33501531,0
33501531,1501
33501567,470
33501567,2009
33501579,79
33502006,312
33502006,398
33502018,3016
33502481,52
33502742,0
33502754,0
33502845,0
33502845,5
33502857,0
33502857,17
33502869,0
33502869,0
33502882,37
33502882,60
33502894,112
33502894,429
33502900,0
33502900,46
33502900,225
33502900,0
33502912,0
33502912,13
33502912,328
33502912,0
33502950,0
33502950,1019
33502961,577
33502961,5843
33503000,0
33503000,587
33503023,0
33503023,7
33503059,0
33503059,0
33503059,7
33503060,0
33503060,0
33503060,0
33503072,0
33503072,0
33503072,110
33503217,0
33503217,2
33503254,970
33503254,2856
33503280,0
33503291,16
33503291,28
33503308,0
33503308,128
33503310,11
33503369,0
33503382,6
33503382,57
33503412,0
33503412,0
33503436,0
33503436,1301
33503448,140
33503450,0
33503461,561
33503485,2716
33503503,60
33503746,0
33503746,8365
33503795,388
33503795,1252
33503801,0
33503801,944
33503813,0
33503813,0
33505366,0
33505433,0
33506206,368
33506206,497
33506530,0
33507739,0
33507922,0
33508150,0
33508616,0
33508616,0
33509001,0
33509001,574
33509001,1418
33509025,0
33509025,1483
33509037,0
33509037,143
33509268,0
33509311,1145
33509311,1596
33509440,0
33509440,172
33509530,326
33509530,813
33509736,0
33509736,0
33509736,0
33509736,1
33510118,0
33510118,710
33510118,0
33510143,17
33510143,27
33510155,0
33510155,597
33510295,7780
33510301,191.5
33510301,276
33510313,0
33510313,9
33510325,16
33510325,89
33510349,15
33510349,371
33510404,3444.56
33510519,0
33510519,100
33510568,1934
33510581,2642
33510647,157
33510696,0
33510696,13
33510702,0
33510702,418
33510969,29280
33511299,3
33511299,30
33511305,0
33511305,0
33511317,0
33511317,4
33511329,0
33511329,0
33511329,16
33511391,2
33511433,0
33511433,3
33511433,14
33511470,0
33511640,0
33511690,24375
33511690,0
33511809,571
33511822,0
33511858,1156
33511860,0
33511860,0
33511895,111
33511913,0
33511998,0
33512012,4
33512024,95
33512176,0
33512188,9
33512188,25
33512309,0
33512309,1
33512358,0
33512358,0
33512358,0
33512516,6
33512875,0
33512875,0
33512875,0
33512899,1
33513326,13
33513351,0
33513351,0
33513351,21
33513600,4
33513612,1379
33513703,0
33513703,13
33514495,8
33514537,0
33514550,0
33514550,9
33514586,0
33514604,0
33514665,0
33514665,0
33514951,0
33514951,3
33515177,0
33515177,0
33515281,0
33515281,0
33515815,327
33515839,1428.43
33515906,500
33516390,7174
33517046,0
33517046,0
33517046,39
33517083,0
33517095,0
33517095,20
33517150,0
33517150,3605
33517344,0
33517344,19
33517459,0
33517563,37
33517605,21
33517642,0
33517642,53
33517642,127
33517678,0
33517678,0
33517745,0
33517745,0
33517757,1792
33517769,0
33517824,0
33517824,0
33517848,0
33517848,0
33517927,0
33517927,9
33517952,6
33517976,0
33517976,0
33517990,0
33517990,1
33517990,4
33518040,30
33518040,43
33518087,0
33518087,0
33518129,18.42
33518130,0
33518233,4509
33518257,0
33518324,0
33518324,0
33518361,12
33518361,17
33518567,0
33518567,105
33518609,0
33518622,0
33518622,0
33518622,10
33518774,0
33518804,222
33518804,367
33518828,0
33518853,0
33518853,0
33519602,1537
33519602,0
33519651,0
33519651,0
33519699,1
33519699,2
33519717,2
33519717,51
33519730,0
33519730,0
33519730,27
33519778,11
33519869,0
33519869,0
33519882,0
33519882,6
33519894,0
33519894,0
33519900,0
33519900,0
33519950,0
33519950,3
33519961,10614
33519961,0
33520057,5989.36
33520100,128
33520100,150
33520173,45
33520203,0
33520203,0
33520203,34
33520227,0
33520227,5
33521165,0
33521414,0
33522406,3409.98
33522637,109
33522637,147
33524208,1739
33524208,0
33526059,18
33526175,0
33526175,0
33527088,0
33527428,0
33527428,0
33528603,0
33528603,16
33528615,24
33528755,10
33528846,183
33529863,0
33529929,0
33529929,0
33529930,1789
33529942,0
33529942,18
33529954,50
33529966,0
33529966,25
33529978,0
33530014,5560
33530026,2168
33530087,1297
33530154,1983
33530191,1033
33530210,834
33530300,3111
33530336,6695
33530348,2180
33530361,4837
33530385,0
33530385,0
33530440,0
33530440,250
33530440,401
33530520,0
33530543,0
33530543,35
33530592,447
33530683,2
33531055,141
33531067,211
33531079,0
33531274,0
33531274,0
33531298,0
33531298,0
33531675,904
33531675,2008
33531810,124
33531821,0
33532606,4
33533544,4
33534846,-80
33534846,0
33535036,0
33535036,1634
33535371,1822
33535425,24
33535449,0
33535449,0
33535450,20
33536351,367
33536351,437
33536363,36
33536363,85.75
33536387,0
33536387,2008
33536594,1733
33536612,968
33537264,0
33537264,0
33537379,293
33537380,8
33537392,3879
33537537,301
33537707,0
33537719,0
33538104,0
33538104,901
33538130,206
33538130,519
33538359,3
33538359,3
33538384,0
33538384,87
33538499,12
33538554,0
33538554,37
33538890,0
33538890,0
33539133,0
33539169,12
33539170,362
33539686,0
33539807,0
33539844,1518
33539881,139
33539923,3
33540032,0
33540068,2607.314
33540081,6550
33540123,7
33540196,588
33540238,9
33540275,717
33540287,542
33540305,12
33540329,2750
33540366,0
33540366,0
33540391,0
33540391,12
33540408,294
33540410,44
33540421,1
33540433,40
33540500,0
33540512,0
33540603,0
33540603,0
33540615,0
33540615,0
33540639,509
33540640,377
33540652,563
33541322,1921
33541360,14226
33541383,55
33541450,166
33541462,47
33541814,4945
33541814,5721
33541838,2453
33541887,471.94
33541887,6231
33542119,1215.5
33542119,7251.31
33542168,52
33542168,95
33542296,8
33542326,0
33542338,5717
33542340,0
33542351,74
33542351,209
33542363,29
33542636,0
33544025,0
33544165,568.16
33544402,446
33544402,780
33544566,0
33544578,179
33544608,0
33544608,0
33545091,12
33545250,61
33545820,0
33545870,0
33545870,51
33545893,69
33546034,48
33546253,0
33546253,0
33546447,0
33546447,0
33546678,0
33546678,7
33546680,4
33546680,5
33546848,0
33546848,0
33547208,0
33547208,4376
33547221,10
33547233,31
33547361,36
33547361,509
33547403,39
33547427,0
33547427,0
33547452,299
33547476,7
33547520,0
33547520,8
33547543,0
33547555,0
33547579,268
33547580,1548
33547622,12
33547774,14
33547853,0
33547853,15
33547919,0
33547919,0
33547944,0
33547944,0
33547981,37
33548110,0
33548110,29
33548225,376
33548249,315
33548286,118
33548353,0
33548419,319
33548444,16
33548456,0
33548470,61
33548481,0
33548500,0
33548950,4
33549503,27
33549515,2665
33549655,56
33549760,59
33549771,145
33549771,242
33549795,8848
33549795,0
33549801,0
33549813,0
33549849,0
33549849,0
33549904,18
33549916,2566
33549953,41
33549977,6
33550300,0
33550300,5
33550475,43
33550529,215
33550530,4331
33550554,0
33550554,17
33550580,0
33550580,2
33550591,0
33550591,0
33550608,45
33550610,0
33550610,0
33550633,0
33550633,0
33550633,0
33550633,35
33550645,2000
33550645,2295
33550669,59
33550682,182
33550724,3
33550724,63
33550736,0
33550736,0
33550736,44
33550761,0
33550785,92
33550839,75
33550839,165
33551169,0
33551169,253
33551182,0
33551376,0
33551376,0
33551388,0
33551390,0
33551390,8
33551455,8
33551479,0
33551479,0
33551480,3
33551480,0
33551522,0
33551534,0
33551674,0
33551716,2
33551716,4
33551728,55
33551728,120
33551730,3
33551730,0
33551765,0
33551789,1
33551923,95
33551935,0
33551947,0
33551972,0
33551984,0
33551996,0
33551996,18
33552009,0
33552010,0
33552022,0
33552034,9
33552060,0
33552071,31
33552083,0
33552095,1
33552113,2
33552113,3
33552125,0
33552137,9
33552228,0
33552228,0
33552502,0
33552502,0
33552540,3
33552630,0
33552873,0
33553580,118
33553592,275
33553609,0
33553622,0
33554018,0
33554018,15
33554158,0
33554171,0
33554171,0
33554390,35
33554420,34
33554663,0
33554663,7
33554869,54
33555175,0
33555175,0
33555175,90
33555205,0
33555205,0
33555333,0
33555333,0
33555345,5476
33555345,0
33555898,297
33555930,1554
33555977,326
33556064,309
33556167,182
33556209,0
33556209,73
33556349,0
33556349,300
33556349,1468
33556520,149
33556623,0
33556623,5
33556684,0
33556714,0
33556714,5
33556866,0
33556866,7
33556910,0
33556910,0
33556969,38
33557196,128
33557226,0
33557226,0
33557240,10
33557240,0
33557251,3
33557251,0
33557275,1585
33557524,0
33557524,0
33557834,4253
33557846,153
33557846,331
33557858,0
33557998,0
33557998,0
33557998,4
33558012,0
33558012,2
33558024,0
33558036,0
33558036,0
33558036,513
33558073,39
33558085,75
33558097,4
33558097,59
33558190,0
33558190,0
33558206,0
33558280,0
33558280,4634
33558322,0
33558644,57
33558656,0
33558656,11
33558668,0
33558668,0
33558905,299
33558905,370
33558978,3
33559466,0
33559466,3
33559570,146
33559582,26
33559600,0
33559612,0
33559636,3
33559727,160
33559727,207
33559739,0
33559776,0
33559788,0
33559788,786
33559788,813
33559867,6
33559867,0
33559880,56
33560031,144
33560092,0
33560092,0
33560201,0
33560201,2479
33560213,80
33560304,704
33560523,15
33560584,1319
33560810,471
33560833,865
33560857,0
33560869,1024
33560870,0
33560870,0
33560882,0
33560900,184
33560961,252
33561035,0
33561035,0
33561163,0
33561175,0
33561254,4
33561357,185
33561448,0
33561450,5
33561461,15
33561473,5
33561527,0
33561539,0
33561540,0
33561552,8
33561552,0
33561606,3
33561734,20
33561783,0
33561783,0
33561783,0
33561813,819
33561837,0
33561837,0
33561849,0
33561849,67
33561898,52
33561898,0
33562209,1040
33562210,963
33562600,0
33562854,0
33563032,0
33563147,0
33563184,0
33563330,4
33563342,0
33563354,0
33563354,0
33563561,4703
33563573,93
33563585,4868
33564139,356
33564176,0
33564176,4
33564190,186
33564413,521
33564474,0
33564474,0
33564681,28
33564700,63
33564991,17
33565041,24
33565399,19
33565417,0
33565430,21
33565624,0
33565624,0
33565636,159
33565715,4026
33565752,36
33565788,35
33566112,6
33566161,0
33566227,0
33566240,0
33566240,0
33566264,0
33566306,66
33566306,125
33566410,20
33566422,0
33566422,46
33566434,0
33566446,0
33566446,0
33566471,12
33566501,0
33566513,0
33566574,28761.2
33566586,0
33566586,0
33566598,181
33566604,1632
33566616,8573
33566628,0
33566628,0
33566630,0
33566630,0
33566641,0
33566641,0
33566653,0
33566665,0
33566677,0
33566677,0
33566689,175
33566690,14
33566707,722
33566720,0
33566744,0
33566756,97
33566768,0
33566770,55
33566800,1023
33566811,9
33566872,0
33566884,0
33566884,0
33566884,0
33566896,0
33566896,0
33566951,898
33566963,78
33567013,19
33567189,0
33567189,0
33567190,0
33567190,26
33567268,266
33567438,795
33567463,0
33567517,0
33567529,0
33567529,2
33567529,6
33567670,0
33567700,50
33567712,448
33567712,550
33567750,0
33567797,68
33567852,52
33567955,5
33568029,0
33568029,128
33568108,182
33568157,23
33568236,36
33568273,85.729
33568595,5
33568730,0
33568790,110
33568820,0
33568959,0
33569678,0
33570050,0
33570061,9926
33570085,3051.51
33570097,7383.04
33570115,0
33570115,1211
33570127,0
33570127,51
33570139,0
33570139,47
33570140,0
33570140,0
33570152,0
33570152,37
33570164,494
33570190,0
33570190,1452
33570206,0
33570206,298
33570220,0
33570220,0
33570220,965
33570220,2143
33570231,61
33570231,158
33570231,317
33570243,0
33570243,1414
33570255,0
33570255,0
33570267,216
33570267,479
33570280,20
33570280,48
33570280,79
33570292,0
33570292,0
33570292,0
33570310,2458
33570334,0
33570334,0
33570346,0
33570346,251
33570360,679
33570360,3012
33570383,0
33570462,13
33570474,1799
33570474,1857
33570504,486
33570516,830
33570530,4042
33570541,23
33570565,1254
33570607,193
33570607,462
33570619,241
33570619,288
33570670,0
33570670,133
33570681,0
33570681,21367
33570681,22586
33570693,433
33570693,1246
33570700,200
33570723,170
33570796,386
33570796,1324
33570826,790
33570826,1404
33570840,0
33570851,1477
33570863,13
33570930,0
33570991,0
33570991,900
33571028,58
33571028,800
33571041,0
33571041,11801
33571065,52
33571077,108
33571077,176
33571107,0
33571144,43167
33571168,0
33571168,9
33571193,158
33571193,763
33571200,0
33571200,0
33571211,0
33571211,0
33571223,0
33571223,0
33571247,2082
33571259,0
33571259,0
33571260,0
33571260,5474
33571272,0
33571296,0
33571296,4
33571302,1295
33571302,2653
33571314,367
33571314,885
33571326,78
33571340,0
33571363,195
33571375,38
33571405,0
33571417,0
33571417,0
33571478,0
33571478,0
33571478,1
33571510,0
33571510,0
33571533,0
33571533,577
33571569,779.483
33571570,1073
33571582,1468
33571636,0
33571636,0
33571648,0
33571648,16
33571685,0
33571685,0
33571697,0
33571697,0
33571715,2842
33571727,0
33572100,8
33572150,0
33572392,9
33572392,18
33572409,39
33572410,25
33572434,0
33572586,0
33572781,1019
33573542,1
33574583,0
33574595,0
33574595,0
33574662,0
33574662,161
33574844,46
33575174,0
33575289,285
33575691,28
33575861,0
33576014,218
33576038,0
33576129,193
33576129,424
33576300,33
33576324,0
33576531,24
33577894,0
33577950,0
33578400,0
33578400,11
33578552,0
33578552,0
33579702,531
33579829,0
33579829,7
33579970,227
33579970,827
33580017,0
33580017,12695
33580054,1433.537
33580066,5184.102
33580145,224
33580236,0
33580248,0
33580248,0
33580261,23
33580315,20
33580315,1125
33580327,256
33580339,85
33580352,0
33580352,5
33580364,0
33580364,0
33580364,0
33580376,44
33580388,193
33580390,13
33580406,0
33580406,0
33580431,0
33580431,0
33580455,108
33580479,0
33580480,51584
33580492,0
33580492,64
33580509,0
33580510,0
33580510,0
33580522,0
33580534,0
33580546,0
33580558,16
33580560,0
33580560,0
33580583,0
33580583,0
33580595,8
33580595,204
33580613,112
33580625,69
33580637,0
33580649,0
33580649,0
33580650,17
33580662,338
33580674,0
33580674,0
33580716,198413
33580730,0
33580730,0
33580741,0
33580753,0
33580753,6
33580753,516
33580765,28
33580777,0
33580789,0
33580790,20
33580807,35
33580819,45
33580820,33
33580832,987
33580832,2326
33580844,26
33580856,0
33580856,1189
33580868,185
33580881,268
33580893,0
33580893,64
33580900,344
33580935,125
33580947,0
33580959,0
33580960,0
33580960,0
33580960,0
33580972,0
33580972,0
33581034,0
33581034,6
33581046,17
33581058,1564
33581095,5004.698
33581186,0
33581186,188
33581204,2058.474
33581216,0
33581216,0
33581307,54400.823
33581393,6534.315
33581423,0
33581423,0
33581460,0
33581460,0
33581540,10951
33581617,0
33581617,0
33581678,191
33581733,3
33581757,0
33581757,2
33581757,113
33581769,36
33581770,0
33581800,788
33581800,1736
33581850,0
33581850,12
33581885,3
33581885,7
33581988,0
33581990,7594
33582051,0
33582075,16
33582087,12
33582099,0
33582178,0
33582180,0
33582191,0
33582221,0
33582646,33379.022
33583298,0
33583675,0
33583675,200
33583717,56
33584424,82
33584709,504
33584722,0
33584734,0
33584783,0
33584783,17
33585209,3380
33585325,2
33585325,3
33585337,646
33585350,0
33586070,17
33586135,0
33586421,0
33586433,0
33586949,0
33587516,0
33587528,4426
33587528,5440
33587530,1121.826
33587541,11
33588193,0
33588193,0
33588200,0
33588466,0
33588466,0
33588480,241
33588818,0
33588818,52
33588831,300
33589008,0
33589008,0
33589008,0
33589010,497
33589616,8
33589628,0
33589630,0
33589689,0
33589690,0
33589719,0
33589720,0
33589720,0
33589732,0
33589756,0
33589872,0
33589872,280
33589902,0
33589902,2
33589914,0
33589951,92
33590163,0
33590163,1359
33590187,0
33590199,558
33590242,30
33590266,1
33590333,0
33590394,427
33590515,450
33590564,1
33590576,0
33590588,0
33590631,448
33590631,847
33590655,0
33590680,0
33590692,277
33590709,0
33590710,141.51
33590722,155
33590734,0
33590734,6
33590746,0
33590746,0
33590746,0
33590758,24
33590758,98
33590795,0
33590801,2
33590837,0
33590837,1963.2
33590849,0
33590849,84
33590953,1060
33590953,1757
33591039,0
33591040,10
33591052,0
33591076,389
33591131,1189
33591349,4526
33591532,0
33591593,0
33591635,1130
33591659,149
33591660,95
33591672,0
33591702,4698
33591726,0
33591726,28
33591738,0
33591738,0
33591740,0
33591740,0
33591740,0
33591763,0
33591763,5
33591775,0
33591775,42
33591787,0
33591787,79
33591799,0
33591799,0
33591799,79
33591829,0
33591829,599
33591830,0
33591830,15
33591830,53
33591842,0
33591854,511
33591854,19419
33591880,0
33591880,0
33591880,45
33591908,52
33591945,61
33591957,0
33591957,317
33591970,0
33591982,0
33592111,96
33592111,150
33592135,0
33592135,14
33592147,0
33592147,0
33592172,0
33592172,20
33592202,0
33592202,0
33592214,0
33592214,0
33592214,4
33592226,0
33592226,0
33592226,6
33592354,5803
33592366,1369
33592378,315
33592380,0
33592380,2
33592380,11
33592391,0
33592391,56
33592408,0
33592408,158
33592410,0
33592410,0
33592433,10948
33592445,280
33592457,0
33592469,0
33592482,48
33592494,0
33592500,0
33592573,184
33592743,87
33592846,0
33592846,4
33592858,0
33592858,96
33593000,794
33593322,0
33593322,0
33593334,0
33593334,28
33593700,6186
33593747,479
33594235,11
33594272,138922
33594375,201
33594375,1020
33594387,435
33594703,140
33594739,0
33594739,28
33594818,112
33594946,0
33594946,0
33595010,225
33595070,0
33595082,0
33595094,1
33595100,0
33595161,523
33595227,0
33595471,0
33595951,63
33596128,2088
33596244,0
33596487,2880
33596700,26095.7
33596712,0
33596712,46
33596724,0
33596724,8980
33596748,0
33596920,1192.681
33597005,0
33597029,0
33597030,0
33597030,1
33597030,21
33597066,24
33597170,6
33597182,70
33597285,41
33597352,0
33597352,0
33597571,0
33597571,0
33597625,17
33597686,0
33597686,0
33597698,26
33597704,0
33597704,2
33597716,0
33597716,5
33597911,0
33597911,920
33597959,0
33597960,0
33597972,0
33597984,182
33598009,0
33598009,1744
33598010,0
33598010,7
33598060,0
33598332,1213
33598381,0
33598381,8
33598563,1989
33598770,128
33598782,24
33598794,41
33598976,9635
33599002,19
33599051,83
33599154,49603
33599294,0
33599294,26
33599300,3567
33599350,0
33599385,12
33599397,1668
33599520,61
33599725,0
33599725,0
33599828,0
33599828,0
33599828,37
33599853,411
33599981,26
33600089,0
33600089,4
33600120,2322
33600260,19565
33600260,50056
33600521,7183.2
33600703,0
33600790,14
33600820,0
33600843,0
33600855,1
33600910,0
33600910,2
33601124,0
33601124,965
33601252,42
33601331,0
33601343,58514
33601483,0
33601495,496
33601525,97
33601549,0
33601549,3
33601550,7131
33601562,0
33601586,0
33601598,25
33601628,299
33601630,315
33601641,0
33601677,0
33601677,9
33601690,0
33601707,0
33601768,0
33601793,0
33601800,1
33601811,0
33601823,0
33601835,1
33601847,1
33601859,0
33601860,0
33601902,0
33601963,0
33601975,0
33601987,0
33602050,0
33602062,0
33602438,0
33602440,0
33603510,10
33603601,110
33603741,75
33603753,3
33603819,377
33604150,0
33604782,0
33605142,2195
33605154,161
33605385,0
33605397,1333
33605658,0
33605658,69
33605660,5
33605671,36
33605798,0
33605798,0
33606020,10
33606031,0
33606110,344
33606110,0
33606328,0
33606330,0
33606341,0
33606602,0
33606638,0
33606640,5
33606687,0
33606699,0
33606900,0
33606912,52
33606924,0
33606924,298
33606997,0
33607308,113
33607310,4
33607310,0
33607321,0
33607321,221
33607333,41
33607345,0
33607345,0
33607357,40
33607448,21
33607795,0
33607801,0
33607850,0
33607862,0
33608106,0
33608118,0
33608118,0
33608428,0
33608428,0
33608490,2634
33608532,0
33608556,0
33608568,21658
33608570,32937
33608581,0
33608593,0
33608891,1
33609019,0
33609068,0
33609070,0
33609111,13493
33609123,0
33609135,38360
33609147,150
33609159,3
33609160,53
33609160,0
33609184,0
33609196,0
33609469,1
33609494,0
33609512,0
33609639,55
33609640,5
