item_code,on_hand_qty
31257896,0
31257902,0
31257914,0
31257926,0
31257938,0
31257940,0
31257951,0
31257963,0
31257975,0
31257987,0
31257999,0
31258001,0
31258013,0
31258025,0
31258037,0
31258049,0
31258050,0
31258062,0
31258074,0
31258086,0
31258098,0
31258104,0
31258116,0
31258128,0
31258130,0
31258141,0
31258153,0
31258165,0
31258177,0
31258189,0
31258190,0
31258207,0
31258219,0
31258220,0
31258232,0
31258244,0
31258256,0
31258268,0
31258270,0
31258281,0
31258293,0
31258300,0
31258311,0
31258323,0
31258335,0
31258347,0
31258359,0
31258360,0
31258426,0
31258438,0
31258440,0
31258451,0
31258463,0
31258475,0
31258487,0
31258499,0
31258505,0
31258517,0
31258529,0
31258530,0
31258542,0
31258554,0
31258566,0
31258578,0
31258580,0
31258591,0
31258608,0
31258610,0
31258621,0
31258633,0
31258645,0
31258657,0
31258669,0
31258670,0
31258682,0
31258694,0
31258700,0
31258712,0
31258724,0
31258736,0
31258748,0
31258750,0
31258761,0
31258773,0
31258785,0
31258797,0
31258803,0
31258815,0
31258827,0
31258839,0
31258840,0
31258852,0
31258864,0
31258876,0
31258888,0
31258890,0
31258906,0
31258918,0
31258920,0
31260135,0
31260135,0
31260147,3
31260159,32
31260160,1023
31260160,0
31260226,9
31260238,1
31260240,0
31260251,0
31270049,0
31290012,1402
31310000,1285
31310035,7460
31310035,0
31310096,13570
31310096,0
31316001,5845
31317133,0
31317133,0
31317194,0
31317194,0
31317200,0
31320351,0
31320569,0
31320727,0
31320727,0
31320727,4018
31320776,0
31320820,18778
31320820,0
31320831,9120
31320831,0
31320855,88833
31320855,0
31320867,18496
31320867,0
31320879,53177
31320879,0
31320880,113294
31320880,0
31320892,38296
31320892,0
31320909,796
31320909,0
31320910,0
31320910,0
31321446,6637
31321458,1200
31321458,0
31321460,0
31321471,6749
31321483,13919
31321483,0
31321495,391
31321495,1698
31321501,14146
31321501,0
31321549,377
31321550,0
31321550,97.5
31327291,1
31327308,0
31327308,0
31327308,0
31327310,2146
31327310,5940
31327370,13033
31327461,118
31340155,0
31340167,0
31340179,0
31340180,0
31340180,0
31340209,0
31340209,0
31340234,0
31347071,0
31347071,0
31347083,0
31350100,0
31350112,0
31350689,0
31350800,0
31350811,0
31350859,0
31351190,0
31351207,0
31351281,0
31351633,0
31351864,0
31352029,0
31352583,0
31352881,26
31352893,5
31352900,8
31352911,22
31352923,6
31352935,11
31352947,5
31353009,0
31353241,0
31353253,5
31353277,0
31353277,0
31353289,2
31353332,0
31353332,0
31353344,0
31353344,9
31353356,29
31353368,5
31353370,11
31353393,1
31353502,0
31353502,0
31353538,402
31353551,58
31353563,12
31353575,12
31353587,601
31353599,0
31353629,4
31353630,0
31353630,0
31353642,0
31353654,86
31353666,43
31353680,16
31353691,14
31353745,0
31353745,0
31353757,0
31353769,0
31353770,0
31353782,0
31353812,0
31353812,2
31353824,0
31353836,0
31353836,6
31353848,0
31353850,11
31353861,0
31353873,48
31353897,0
31353897,0
31353903,0
31353903,0
31353915,0
31353927,0
31353939,1
31353940,0
31353952,0
31354075,2
31354180,7
31354221,0
31354361,23
31354373,0
31354385,13
31354403,0
31354403,1335
31354415,0
31354415,487
31354427,0
31354427,0
31354439,0
31354439,798
31354452,0
31354452,371
31354464,0
31354464,0
31354476,0
31354488,0
31354488,0
31354490,0
31354490,400
31354506,0
31354518,0
31354518,0
31354520,0
31354531,0
31354531,0
31354531,0
31354543,0
31354543,0
31354555,0
31354555,0
31354567,322
31354579,0
31354579,0
31354580,0
31354580,0
31354592,0
31354609,0
31354609,0
31354610,409
31354622,0
31354622,0
31354634,0
31354634,0
31354646,0
31354646,0
31354658,0
31354660,0
31354671,89
31354683,0
31354683,0
31354695,0
31354695,0
31354701,0
31354701,0
31354713,0
31354713,750
31354725,281
31354737,0
31354737,0
31354749,0
31354749,0
31354750,0
31354750,0
31354762,0
31354762,0
31354762,0
31354762,0
31354774,0
31354774,360
31354786,0
31354786,0
31354798,0
31354798,0
31354804,0
31354828,0
31355006,0
31355018,0
31355018,0
31355018,0
31355020,0
31355043,8
31355055,2
31355067,0
31355067,0
31355079,0
31355080,0
31355080,0
31355092,0
31355109,0
31355237,0
31355274,0
31355286,0
31355298,0
31355596,0
31355640,0
31355687,81
31355742,0
31355742,0
31355808,0
31355810,0
31355912,0
31356035,562
31356047,118
31356059,636
31356060,666
31356072,407
31356140,15
31356370,0
31356450,74
31356473,607
31356485,18
31356497,1
31356540,421
31356552,511
31356590,0
31356643,1
31356655,0
31356667,0
31356692,0
31356722,0
31356746,4
31356758,3
31356898,0
31356904,1144
31357064,109979
31357076,6552
31357179,6
31357258,0
31357258,0
31357260,13
31357441,47
31357453,0
31357453,0
31357453,0
31357465,0
31357465,0
31357647,1
31357659,75
31357660,0
31357672,0
31357672,0
31357684,0
31357696,0
31357696,464.55
31357702,2592.6
31357714,4231.46
31357726,0
31357738,0
31357738,515
31357751,0
31357751,0
31357775,0
31357866,0
31357878,0
31357880,0
31357880,67
31357891,11
31357908,11
31357910,8
31357921,0
31357933,3
31357945,20
31358070,5
31358081,0
31358240,0
31358445,0
31358482,2
31358500,3
31358676,19
31358688,18
31358690,0
31358706,49
31358706,309
31358718,358
31358718,0
31358720,23
31358720,45
31358731,0
31358731,43
31358743,0
31358755,114
31358755,420
31358767,0
31358767,0
31358767,0
31358779,0
31358780,27595
31358792,0
31358822,0
31358846,1
31358883,0
31358901,0
31358913,20
31358925,40
31358974,0
31358986,0
31359061,0
31359190,18
31359206,0
31359231,0
31359280,0
31359292,0
31359360,0
31359360,524
31359401,0
31359413,6
31359462,158
31359474,0
31359656,0
31359700,117
31359760,0
31359772,0
31359784,0
31359796,0
31359814,0
31359826,0
31359838,0
31359840,0
31359851,0
31359863,0
31359875,0
31359887,0
31359899,0
31359905,0
31359917,0
31359930,0
31359942,0
31359954,0
31359966,0
31359978,0
31359980,0
31359991,0
31360075,0
31360087,0
31360099,0
31360105,0
31360117,0
31360129,0
31360130,0
31360142,0
31360154,0
31360166,0
31360178,0
31360180,0
31360191,0
31360208,0
31360210,0
31360221,0
31360233,0
31360245,0
31360257,0
31360269,0
31360270,0
31360282,0
31360294,0
31360300,0
31360312,0
31360324,0
31360336,0
31360348,0
31360350,0
31360361,0
31360373,0
31360385,0
31360397,0
31360403,0
31360415,0
31360427,0
31360439,0
31360440,0
31360452,0
31360464,0
31360476,0
31360488,0
31360490,0
31360506,0
31360518,0
31360520,0
31360531,0
31360543,0
31360555,0
31360567,0
31360579,0
31360580,0
31360592,0
31360609,0
31360610,0
31360622,0
31360634,0
31360646,0
31360658,0
31360660,0
31360671,0
31360683,0
31360695,0
31360701,0
31360713,0
31360725,0
31360737,0
31360749,0
31360750,0
31360762,0
31360774,0
31360786,0
31360798,0
31360804,0
31360816,0
31360828,0
31360830,0
31360841,0
31360853,0
31360865,0
31360877,0
31360889,0
31360890,0
31360907,0
31360919,0
31360920,0
31360932,0
31360944,0
31360956,0
31360968,0
31360970,0
31360981,0
31360993,0
31361006,0
31361018,0
31361020,0
31361031,0
31361043,0
31361055,0
31361067,0
31361079,0
31361080,0
31361092,0
31361109,0
31361110,0
31361122,0
31361134,0
31361146,0
31361158,0
31361160,0
31361171,0
31361183,0
31361195,0
31361201,0
31361213,0
31361225,0
31361237,0
31361249,0
31361250,0
31361262,0
31361274,0
31361286,0
31361298,0
31361304,0
31361316,0
31361328,0
31361330,0
31361341,0
31361353,0
31361365,0
31361377,0
31361389,0
31361390,0
31361407,0
31361419,0
31361420,0
31361432,0
31361444,0
31361456,0
31361468,0
31361470,0
31361481,0
31361493,0
31361500,0
31361511,0
31361523,0
31361535,0
31361547,0
31361559,0
31361560,0
31361572,0
31361584,0
31361596,0
31361602,0
31361614,0
31361626,0
31361638,0
31361640,0
31361651,0
31361663,0
31361675,0
31361687,0
31361699,0
31361705,0
31361717,0
31361729,0
31361730,0
31361742,0
31361754,0
31361766,0
31361778,0
31361780,0
31361791,0
31361808,0
31361810,0
31361821,0
31361833,0
31361845,0
31361857,0
31361869,0
31361870,0
31361882,0
31361894,0
31361900,0
31361912,0
31361924,0
31361936,0
31361948,0
31361950,0
31361961,0
31361973,0
31361985,0
31361997,0
31361997,0
31362000,0
31362011,0
31362023,0
31362035,0
31362047,0
31362059,0
31362060,0
31362072,0
31362084,0
31362096,0
31362102,0
31362102,0
31362114,0
31362126,0
31362138,0
31362140,0
31362151,0
31362163,0
31362175,0
31362187,0
31362199,0
31362205,0
31362217,0
31362229,0
31362230,0
31362242,0
31362254,0
31362266,0
31362278,0
31362280,0
31362291,0
31362308,0
31362310,0
31362321,0
31362333,0
31362345,0
31362357,0
31362369,0
31362370,0
31362382,0
31362394,0
31362400,0
31362412,0
31362424,0
31362436,0
31362448,0
31362450,0
31362461,0
31362473,0
31362485,0
31362497,0
31362503,0
31362515,0
31362527,0
31362539,0
31362540,0
31362552,0
31362564,0
31362576,0
31362588,0
31362590,0
31362606,0
31362618,0
31362620,0
31362631,0
31362643,0
31362655,0
31362667,0
31362679,0
31362680,0
31362692,0
31362709,0
31362710,0
31362722,0
31362734,0
31362746,0
31362758,0
31362760,0
31362771,0
31362795,0
31362801,0
31362813,0
31362825,0
31362837,0
31362849,0
31362930,0
31362941,0
31362953,0
31410030,0
31410054,0
31410200,0
31410200,0
31410250,0
31410250,0
31410261,0
31410273,0
31410285,0
31410303,1
31410315,0
31410352,1692
31410364,873
31410376,1
31410390,1392
31410406,177
31410418,6381
31410420,4423
31410455,0
31410467,0
31410479,1
31410480,4
31410492,10
31410509,0
31410510,7
31410522,403
31410534,99
31410546,70
31410558,60
31410560,20
31416081,0
31416081,0
31420126,0
31420126,0
31420140,0
31420140,0
31420163,0
31420163,0
31420187,0
31420187,0
31420485,0
31420485,0
31420503,0
31420503,11
31420552,0
31420564,0
31420564,0
31420576,6
31420588,15
31420590,0
31420590,0
31420643,0
31420643,1
31420655,0
31420655,12
31420734,1951
31420746,42560
31420783,3
31420801,8
31420813,7
31420825,2
31420886,0
31420886,13
31420898,0
31420898,15
31420904,4
31420916,4
31420928,0
31420930,0
31420941,0
31420953,7
31421003,0
31421003,0
31421015,0
31421015,9
31421027,0
31421027,0
31421039,0
31421039,288
31421040,13
31421076,0
31421106,0
31421118,0
31421120,2
31421131,2
31421143,0
31421143,6
31421155,1
31421179,0
31421180,3
31430028,101
31430030,0
31430156,0
31430156,0
31430168,0
31430168,0
31430211,0
31430259,0
31430259,0
31430260,0
31430272,0
31430272,0
31430338,0
31430340,0
31430340,0
31430351,0
31430351,0
31430363,0
31430375,0
31430387,0
31430387,0
31430399,0
31430399,0
31430405,60
31430417,0
31430417,29
31430429,0
31430429,0
31430442,734.469
31430466,46
31430480,68
31430491,15
31430545,0
31430545,0
31437114,110
31437126,0
31437126,2
31437140,6
31437151,0
31437151,17
31437175,35352
31437205,13
31437217,10
31437266,3
31440150,0
31440150,0
31440162,0
31440174,402
31440290,0
31440332,0
31440332,0
31440370,0
31440381,0
31440381,0
31440459,0
31440459,0
31440514,26
31440526,3
31440538,0
31440540,0
31440540,24
31440575,0
31440575,0
31440587,0
31440587,0
31440617,0
31440617,18
31440629,0
31440629,83
31440630,6
31440666,4
31440678,24
31440680,94
31440691,0
31440757,0
31440757,5
31440769,45
31440770,0
31440770,0
31440800,5
31440812,23
31440824,30
31440848,0
31440850,10
31440861,4
31440873,0
31440885,0
31440897,0
31440903,0
31440915,0
31440940,0
31440952,0
31440964,0
31440976,0
31517031,0
31517031,0
31517079,8
31517080,12
31517080,43
31517092,0
31517109,0
31517134,0
31520017,6
31520080,0
31520080,0
31520091,0
31520091,0
31520108,0
31520108,24
31520108,45
31520133,0
31520145,0
31530163,46
31530291,0
31530291,0
31540569,70
31540569,654
31540650,0
31540650,0
31540715,40
31540727,375
31540739,52
31540752,154
31540764,0
31540764,24
31540776,0
31540776,22
31540880,4
31540892,17
31540995,0
31541021,45
31541033,0
31541045,2
31541057,14
31541070,0
31541082,131
31541150,135
31541161,0
31541215,0
31541239,0
31541240,0
31541252,0
31541264,0
31541276,0
31541288,0
31541290,0
31541306,0
31541410,0
31541422,0
31544198,0
31544198,0
31544228,0
31544228,0
31544230,0
31547059,0
31547059,0
31547140,0
31547151,178
31547175,0
31547175,0
31547187,0
31547199,0
31547229,28481
31547230,41458
31547242,24925
31547254,36912
31547266,0
31547280,0
31547280,0
31547310,12
31547345,0
31547345,0
31547357,443
31547370,0
31547370,0
31547394,0
31547394,0
31547412,12789
31547424,0
31547424,113
31547436,0
31547436,122
31547448,1
31547606,0
31547606,0
31560040,0
31560088,0
31560090,2
31560106,26
31560118,1
31560143,49
31560222,8
31560234,42
31560260,0
31560260,0
31560271,1.5
31560295,76
31560301,0
31560313,254
31560325,35
31560337,2
31560374,7
31560386,0
31560398,0
31560416,0
31560428,7
31560430,0
31560441,0
31560453,5
31560465,2
31560477,0
31560489,0
31560490,0
31560507,0
31560519,0
31560520,0
31560532,0
31560544,0
31560556,0
31560568,0
31560570,0
31560581,0
31560593,0
31560600,0
31560611,0
31560623,0
31560635,0
31560647,0
31560659,0
31560660,0
31560672,0
31560684,0
31560696,0
31560702,0
31560714,0
31560726,0
31560738,0
31560740,0
31560751,0
31560763,0
31560775,0
31560787,0
31560799,0
31560805,0
31560817,0
31560829,0
31560830,0
31560842,0
31560854,0
31560866,0
31560878,0
31560880,0
31560891,0
31560908,0
31560910,0
31560921,0
31560933,0
31560945,0
31560957,0
31560969,0
31560970,0
31560982,0
31560994,0
31561007,0
31561019,0
31561020,0
31561032,0
31561044,0
31561056,0
31561068,0
31561070,0
31561093,0
31561100,0
31561111,0
31561123,0
31561135,0
31561147,0
31561159,0
31561160,0
31561172,0
31561184,0
31561196,0
31561202,0
31561214,0
31561226,0
31561238,0
31561240,0
31561251,0
31561263,0
31561275,0
31561287,0
31561299,0
31561305,0
31561317,0
31561329,0
31561330,0
31561342,0
31561354,0
31561366,0
31561378,0
31561380,0
31561391,0
31561408,0
31561410,0
31561421,0
31561433,0
31561445,0
31561457,0
31561469,0
31561470,0
31561482,0
31561494,0
31561500,0
31561512,0
31561524,0
31561536,0
31561548,0
31561550,0
31561561,0
31561573,0
31561585,0
31561597,0
31561603,0
31561615,0
31561627,0
31561639,0
31561640,0
31561652,0
31561664,0
31561676,0
31561688,0
31561690,0
31561706,0
31561718,0
31561720,0
31561731,0
31561743,0
31561755,0
31561767,0
31561779,0
31561780,0
31561792,0
31561809,0
31561810,0
31561822,0
31561834,0
31561846,0
31561858,0
31561860,0
31561871,0
31561883,0
31561895,0
31561901,0
31561913,0
31561925,0
31561937,0
31561949,0
31561950,0
31561962,0
31561974,0
31561986,0
31561998,0
31562000,0
31562012,0
31562024,0
31562036,0
31562048,0
31562050,0
31562061,0
31562073,0
31562085,0
31562097,0
31562103,0
31562115,0
31562127,0
31562139,0
31562140,0
31562152,0
31562164,0
31562176,0
31562188,0
31562190,0
31562206,0
31562218,0
31562220,0
31562231,0
31562243,0
31562255,0
31562267,0
31562279,0
31562280,0
31562292,0
31562309,0
31562310,0
31562322,0
31562334,0
31562346,0
31562358,0
31562360,0
31562371,0
31562383,0
31562395,0
31562401,0
31562413,0
31562425,0
31562437,0
31562449,0
31562450,0
31562462,0
31562474,0
31562486,0
31562498,0
31562504,0
31562516,0
31562528,0
31562530,0
31562541,0
31562553,0
31562565,0
31562577,0
31562589,0
31562590,0
31562607,0
31562619,0
31562620,0
31562632,0
31562644,0
31562656,0
31562668,0
31562670,0
31562681,0
31562693,0
31562700,0
31562711,0
31562723,0
31562735,0
31562747,0
31562759,0
31562760,0
31562772,0
31562784,0
31562796,0
31580002,9471.41
31580002,18099.5
31580439,0
31580440,0
31580452,0
31580555,0
31580555,0
31580634,0
31580695,0
31580701,0
31580701,0
31580749,0
31580749,98
31580750,23
31580830,0
31580830,0
31581031,5
31581043,212
31581092,0
31581171,0
31581195,0
31581201,0
31581250,0
31610031,0
31610043,0
31610055,0
31610067,0
31610079,0
31610080,0
31610092,0
31610109,0
31610110,0
31610122,0
31610134,0
31610146,0
31610158,0
31610160,0
31610171,0
31610183,0
31610195,0
31610201,0
31610213,0
31610237,0
31610250,0
31610262,0
31610274,0
31610298,0
31610304,0
31610316,0
31610341,0
31610365,0
31610377,0
31610470,0
31611205,0
31611205,0
31611242,0
31611266,0
31616288,0
31616288,0
31616318,0
31616665,92
31616884,0
31616884,0
31616940,0
31616951,0
31617130,2252
31617165,846
31617190,4
31617219,0
31617219,0
31617270,0
31617396,0
31617440,0
31617487,0
31617487,0
31617499,0
31617499,0
31617529,0
31617529,0
31617578,0
31617578,0
31617669,9
31617670,68
31617682,9
31617694,3
31617888,0
31617888,0
31617890,0
31617890,0
31617906,0
31617906,0
31618029,0
31618054,6
31618066,9
31618078,6
31618157,0
31618157,0
31618182,1
31618194,1
31618200,674
31618212,0
31618224,31
31618236,69
31618248,0
31618248,4
31618250,0
31618261,0
31618273,1
31618285,24
31618297,0
31618315,12
31618327,19
31618339,0
31618340,0
31618352,0
31618352,2
31618376,0
31618390,0
31618390,0
31618406,0
31618418,0
31618455,0
31618467,0
31618509,15
31618522,3
31618534,124
31618546,32
31618558,23
31618560,11
31618649,43
31618649,0
31618662,0
31618674,0
31618686,0
31618698,0
31618704,0
31618716,0
31618765,3
31618777,0
31618789,2
31618790,0
31618807,0
31618832,176
31618881,0
31618893,0
31618900,0
31618911,0
31618923,0
31618935,0
31618947,0
31618959,0
31618960,0
31618972,0
31619010,0
31619022,0
31619034,0
31619046,0
31619058,0
31619060,0
31619071,0
31619083,0
31619095,0
31619101,0
31619113,0
31619125,0
31619137,0
31619149,0
31619150,0
31619162,0
31619174,0
31619186,0
31619198,0
31619204,0
31619216,0
31619228,0
31619230,0
31619241,0
31619253,0
31619265,0
31619277,0
31619289,0
31619290,0
31619307,0
31619319,0
31619320,0
31619332,0
31619344,0
31619368,0
31619370,0
31619381,0
31619393,0
31619400,0
31619411,0
31619423,0
31619435,0
31619447,0
31619459,0
31619460,0
31619472,0
31619484,0
31619496,0
31619502,0
31619514,0
31619526,0
31619538,0
31619540,0
31619551,0
31619563,0
31619575,0
31619587,0
31619599,0
31619605,0
31619617,0
31619629,0
31619630,0
31619642,0
31619654,0
31619666,0
31619678,0
31619680,0
31619691,0
31619708,0
31619710,0
31619721,0
31619733,0
31619745,0
31619757,0
31619769,0
31619770,0
31619782,0
31619794,0
31619800,0
31619812,0
31619824,0
31619836,0
31619848,0
31619850,0
31619861,0
31619873,0
31619885,0
31619897,0
31619903,0
31619915,0
31619927,0
31619939,0
31619940,0
31619952,0
31619964,0
31619976,0
31619988,0
31619990,0
31620437,0
31620450,0
31620450,0
31620474,0
31620486,0
31620486,0
31620530,523
31620541,0
31620541,0
31620577,0
31620577,668
31620656,0
31620668,14
31620670,74
31620700,17
31620711,13
31620735,75
31620747,2
31620759,2
31620760,0
31620760,0
31620772,0
31620772,0
31620784,9
31620802,1
31620814,0
31620826,0
31626063,0
31630017,14
31630029,14
31630054,0
31630054,0
31630066,0
31630066,2
31630080,0
31630080,0
31630091,0
31630110,20
31630121,1
31630133,24
31630157,0
31630169,65
31630170,346
31630182,34
31630194,11
31630200,0
31630200,0
31630212,0
31630236,0
31630250,107
31630273,16493
31630285,0
31630297,0
31630297,0
31630303,416
31630315,2547
31630327,4230
31630339,141
31630340,195
31630352,29
31630364,54
31630376,42
31630388,49
31630390,10
31630406,2439
31630420,1361
31630431,19
31630443,0
31630455,0
31630467,11
31630479,167
31630480,5
31630492,41
31630509,0
31630510,0
31630522,51
31630560,0
31630601,0
31630613,0
31630637,0
31630649,262
31630716,0
31630728,0
31630777,0
31630789,15
31630790,94
31630820,0
31630844,0
31630856,24
31630900,80
31630911,0
31630923,0
31630935,0
31630947,0
31630959,60
31630960,0
31630972,0
31630984,0
31630996,0
31631009,0
31631010,0
31631022,0
31631034,0
31631046,0
31631060,0
31631071,0
31631101,0
31631113,0
31631125,0
31631137,0
31631149,0
31631150,0
31631162,0
31631174,0
31631186,0
31631198,0
31631204,0
31631216,0
31631228,0
31631230,0
31631241,0
31631253,0
31631265,0
31631277,0
31631289,0
31631290,0
31631307,0
31641398,127
31641404,0
31641416,0
31641416,222
31641489,103
31641544,0
31641600,0
31641726,0
31641957,0
31641957,0
31641969,0
31641969,0
31642070,0
31642093,59
31642226,0
31642226,0
31642317,0
31642354,0
31642354,0
31642366,0
31642380,0
31642512,0
31642512,0
31642524,0
31642524,0
31642536,0
31642536,0
31642550,0
31642561,0
31642561,0
31642573,0
31642573,0
31642585,0
31642585,0
31642603,0
31642603,0
31642627,0
31642627,0
31642640,0
31642640,0
31642688,0
31642688,0
31642690,0
31642690,0
31642706,25
31642718,0
31642718,0
31642767,0
31642767,8
31642780,0
31642780,0
31642822,0
31643188,311
31643190,82
31643206,10
31643218,241
31643220,0
31643220,0
31643231,189
31643243,0
31643243,0
31643553,5
31643565,307
31643577,0
31643577,0
31643589,0
31643589,0
31643590,49
31643607,0
31643607,0
31643619,0
31643619,0
31643632,0
31643632,0
31646013,298
31646037,8
31647042,0
31647042,84
31647054,919
31647250,0
31647315,0
31647315,0
31647455,153
31647467,16
31647479,15
31647480,24
31647492,1
31647509,8
31647534,0
31647558,12
31647560,0
31647560,8
31647649,0
31647649,0
31647674,10
31647686,0
31647698,0
31647698,0
31647728,864
31647730,1199
31647741,942
31647765,215
31647777,130
31647789,0
31647789,0
31647789,0
31647820,0
31647832,121
31647844,66
31647856,263
31647868,54
31647870,41
31647881,3
31647893,44
31647900,381
31647911,1541
31647935,0
31647947,0
31647959,0
31647960,0
31647972,17
31647984,12
31648010,28
31648022,84
31648034,113
31648046,11
31648058,20
31648060,28
31648071,33
31648083,5
31648095,4
31648101,5
31648113,12
31648125,0
31648125,0
31648137,2
31648149,4
31648150,7
31648162,3
31648174,0
31648174,6
31648186,6
31648198,29
31648204,12
31648216,0
31648216,9
31648289,7
31648290,187
31648307,0
31648307,0
31648332,298
31648344,1105
31648381,5
31648393,0
31648400,14
31648411,0
31648423,0
31648435,1100501
31648447,1183
31648459,0
31648460,156
31648472,7
31648484,0
31648496,0
31648502,35
31648526,4
31648538,0
31648540,0
31648563,1971
31648575,0
31648587,0
31648599,0
31648605,1
31648617,19
31648629,33
31648654,18
31648678,0
31648691,0
31648708,0
31648710,62
31648745,24
31648757,0
31648800,60
31648812,0
31648824,0
31648836,0
31648850,0
31648861,0
31648915,0
31648927,0
31680057,0
31707427,0
31707488,0
31710037,0
31710049,21
31710189,39
31710232,0
31710232,0
31710300,6900
31710311,536
31710323,6046
31710335,0
31710335,1242
31710335,0
31710402,42
31710426,18460
31710440,4359
31710451,79420
31710475,0
31710475,0
31710499,0
31710530,1356
31710554,439
31710566,0
31710566,3723
31710578,0
31710591,4
31710608,0
31710608,0
31710610,32
31710621,0
31710657,1013
31710724,11
31710761,658
31710773,0
31710797,5
31710803,20
31710815,35
31710827,46
31710852,1369
31710864,380
31711042,2152
31711054,1625
31711066,127
31711080,323
31711108,6
31711110,3
31711121,3
31711133,4
31711145,4
31711157,0
31711157,0
31711169,0
31711170,959
31711182,0
31711194,10
31711200,1
31711212,65
31711224,0
31711236,263
31711248,0
31711248,0
31711250,0
31711285,5108
31711297,4509
31711303,10056
31711340,25753
31711352,0
31711364,226
31711376,0
31711376,6
31711406,0
31711418,12
31711420,0
31711431,20
31711443,6
31711455,13
31711467,6
31711479,19
31711480,25
31711509,12
31711510,9
31711522,24
31711534,24
31711546,94
31711558,594
31711560,0
31711571,704
31711583,2817
31711595,29
31711601,0
31711601,0
31711613,0
31711637,0
31711649,0
31711649,0
31711650,0
31711662,0
31711662,7
31711674,4
31711686,20
31711698,8
31711704,0
31711704,0
31711728,0
31711730,9
31711741,0
31711753,4
31711765,0
31711777,0
31711789,0
31711790,0
31711807,0
31711819,0
31711820,0
31711832,0
31711844,0
31711856,0
31711868,0
31711870,1
31711881,0
31711893,0
31711900,0
31711911,0
31711923,7
31711959,26
31711960,0
31711960,3
31711972,6
31711984,6
31711996,0
31712009,0
31712010,0
31712022,0
31712034,0
31712046,0
31712058,0
31712060,0
31712083,0
31712095,0
31712101,0
31712113,0
31712230,1
31712265,0
31712277,0
31712289,136
31712290,2
31712307,4
31712332,464
31712344,0
31712356,0
31712368,0
31712370,0
31712381,0
31712393,0
31712400,0
31712411,0
31712423,0
31712435,0
31712447,0
31712459,0
31712460,0
31712472,0
31712484,0
31712496,0
31712502,0
31712514,0
31712526,0
31712538,0
31712540,0
31712551,0
31712563,0
31712575,0
31712587,0
31712599,0
31712605,0
31712617,0
31712629,0
31712630,0
31712642,0
31712654,0
31712666,0
31712678,0
31712680,0
31712691,0
31712708,0
31712710,0
31716015,0
31716027,21
31716039,0
31716076,0
31716118,0
31720160,49
31720699,6
31720717,0
31720729,0
31720730,0
31720742,0
31720754,0
31720778,0
31720780,0
31720791,0
31720808,0
31720810,0
31720821,11
31720833,0
31720845,0
31720857,0
31720869,0
31720882,1487
31720894,6
31720900,6
31720912,6
31720924,0
31720936,2
31720948,0
31720985,0
31720997,0
31721000,73
31721011,64
31721023,0
31721035,0
31721047,0
31721059,0
31721060,0
31721072,0
31721096,20
31726434,0
31726458,6
31726471,54
31726495,109
31726525,0
31726562,0
31726586,175
31726598,0
31726616,58
31726630,0
31726653,0
31726665,1
31726677,5
31740005,0
31740017,5
31740066,0
31740078,5
31756396,0
31756396,0
31756396,0
31757108,0
31757169,0
31757250,0
31757261,4
31757340,30378
31759075,0
31759087,0
31759142,0
31759178,0
31759178,0
31759180,11
31759221,2
31759245,150
31759312,4
31759385,896
31759397,0
31759403,0
31759427,0
31759439,0
31759440,0
31759452,0
31759464,0
31759476,0
31759488,0
31759490,0
31759506,0
31759518,0
31759520,0
31759531,0
31759543,0
31759555,0
31759567,0
31759579,0
31759580,0
31759592,0
31759609,0
31759622,0
31759634,0
31760132,222
31760284,0
31760296,0
31760302,0
31760302,0
31760314,1
31760326,0
31760338,90
31760340,0
31760340,0
31760363,0
31760375,177
31760387,0
31760399,61
31760405,38
31760417,0
31760417,0
31760430,0
31760430,0
31760442,0
31760442,0
31760466,0
31760478,1
31760480,3
31760491,6
31760508,3
31760510,0
31760510,0
31760521,8
31760533,0
31760582,0
31760594,0
31760600,0
31760612,0
31760612,0
31760624,13
31760636,33
31760648,1
31760650,6
31760685,60
31760697,0
31760703,11
31760715,5
31760727,0
31760739,0
31760740,0
31760740,1
31760752,1
31760752,11
31760764,0
31760764,1
31760776,0
31760776,0
31760788,0
31760790,354
31760806,7
31760818,33
31760820,0
31760831,189
31760843,279
31760855,4953
31760922,0
31760958,0
31760960,0
31761045,0
31761057,0
31761069,5
31761070,2
31761082,0
31761094,40
31761100,5
31761112,0
31761124,0
31761136,0
31761148,0
31761150,0
31761161,0
31761173,0
31761185,0
31761239,0
31761240,0
31761290,0
31761306,0
31761318,0
31761320,0
31761331,0
31761343,0
31761379,71
31761422,0
31761434,0
31761446,0
31761458,0
31761460,0
31761471,0
31761495,0
31761574,0
31761598,0
31761604,0
31761628,0
31761641,0
31761653,0
31761665,0
31761677,0
31761689,0
31761690,0
31761707,0
31761719,0
31761720,0
31761732,0
31761744,0
31761756,0
31761768,0
31761770,0
31761781,0
31761793,0
31761800,0
31761811,0
31761823,0
31761835,0
31761859,0
31761860,0
31761872,0
31761884,0
31761896,0
31761902,0
31761914,0
31761926,0
31761938,0
31761940,0
31761951,0
31761963,0
31761975,0
31761987,0
31761999,0
31762001,0
31762013,0
31762050,0
31762128,0
31762141,0
31762153,0
31762165,0
31762177,0
31762189,0
31762190,0
31762207,0
31762219,0
31762220,0
31762232,0
31762244,0
31762256,0
31762268,0
31762270,0
31762281,0
31762293,0
31762300,0
31762311,0
31762323,0
31762359,0
31762360,0
